"","ID","life_satis"
"9779","321131214001","2 Very satisfied"
"9780","321131214002","3 Somewhat satisfied"
"9781","321131113002","2 Very satisfied"
"9782","321131122002",NA
"9783","321131122001","4 Not very satisfied"
"9784","321131112001",NA
"9785","321131112002","2 Very satisfied"
"9786","321131109001",NA
"9787","321131102002",NA
"9788","321131102001","3 Somewhat satisfied"
"9789","321131125002","3 Somewhat satisfied"
"9790","321131125001","2 Very satisfied"
"9791","321131111002","3 Somewhat satisfied"
"9792","321131104001","2 Very satisfied"
"9793","321131105001","3 Somewhat satisfied"
"9794","321131105002","3 Somewhat satisfied"
"9795","321131119001","3 Somewhat satisfied"
"9796","321131108002","2 Very satisfied"
"9797","321131108001","3 Somewhat satisfied"
"9798","321131123001","3 Somewhat satisfied"
"9799","321131123002","3 Somewhat satisfied"
"9800","321131118001","3 Somewhat satisfied"
"9801","321131110002","3 Somewhat satisfied"
"9802","321131110001","3 Somewhat satisfied"
"9803","321131107001","3 Somewhat satisfied"
"9804","321131107002",NA
"9805","321131115001","3 Somewhat satisfied"
"9806","321131121001","3 Somewhat satisfied"
"9807","325306202002","3 Somewhat satisfied"
"9808","325306202001","3 Somewhat satisfied"
"9809","325306223001","3 Somewhat satisfied"
"9810","325306223002","3 Somewhat satisfied"
"9811","325306224001","3 Somewhat satisfied"
"9812","325306227001","2 Very satisfied"
"9813","325306227002","3 Somewhat satisfied"
"9814","325306201001","3 Somewhat satisfied"
"9815","325306201002","3 Somewhat satisfied"
"9816","325306205001","3 Somewhat satisfied"
"9817","325306205002","1 Completely satisfied"
"9818","325306221001","3 Somewhat satisfied"
"9819","325306221002","4 Not very satisfied"
"9820","325306208001",NA
"9821","325306226002","3 Somewhat satisfied"
"9822","325306226001","4 Not very satisfied"
"9823","325306215001","4 Not very satisfied"
"9824","325306215002","3 Somewhat satisfied"
"9825","325306222002","1 Completely satisfied"
"9826","325306222001","3 Somewhat satisfied"
"9827","325306216001","4 Not very satisfied"
"9828","325306213002","2 Very satisfied"
"9829","325306213001","2 Very satisfied"
"9830","325306207002","3 Somewhat satisfied"
"9831","325306207001","3 Somewhat satisfied"
"9832","325306204002","2 Very satisfied"
"9833","325306204001","3 Somewhat satisfied"
"9834","325306206002","2 Very satisfied"
"9835","325306206001","3 Somewhat satisfied"
"9836","325306225001","3 Somewhat satisfied"
"9837","325306225002","3 Somewhat satisfied"
"9838","325306214002","3 Somewhat satisfied"
"9839","325306218001","1 Completely satisfied"
"9840","325306218002","3 Somewhat satisfied"
"9841","325306210001","3 Somewhat satisfied"
"9842","325306210002","3 Somewhat satisfied"
"9843","325306209001","3 Somewhat satisfied"
"9844","325306209002","3 Somewhat satisfied"
"9845","325306203001","3 Somewhat satisfied"
"9846","325306203002","2 Very satisfied"
"9847","325306219001",NA
"9848","325306217002","3 Somewhat satisfied"
"9849","325306217001","4 Not very satisfied"
"9850","325306212002","3 Somewhat satisfied"
"9851","325306212001","2 Very satisfied"
"9852","325306211001","4 Not very satisfied"
"9853","325306303001","3 Somewhat satisfied"
"9854","325306303002","3 Somewhat satisfied"
"9855","325306301002","2 Very satisfied"
"9856","325306301001","4 Not very satisfied"
"9857","325306329001",NA
"9858","325306326002","3 Somewhat satisfied"
"9859","325306326001","3 Somewhat satisfied"
"9860","325306330001","3 Somewhat satisfied"
"9861","325306317002","3 Somewhat satisfied"
"9862","325306317001","3 Somewhat satisfied"
"9863","325306307001","2 Very satisfied"
"9864","325306307002","3 Somewhat satisfied"
"9865","325306314001","3 Somewhat satisfied"
"9866","325306314002","3 Somewhat satisfied"
"9867","325306302002","3 Somewhat satisfied"
"9868","325306302001","3 Somewhat satisfied"
"9869","325306322001","3 Somewhat satisfied"
"9870","325306322002","3 Somewhat satisfied"
"9871","325306308002","2 Very satisfied"
"9872","325306308001","2 Very satisfied"
"9873","325306310001","3 Somewhat satisfied"
"9874","325306310002","3 Somewhat satisfied"
"9875","325306328002","2 Very satisfied"
"9876","325306328001","4 Not very satisfied"
"9877","325306316002","3 Somewhat satisfied"
"9878","325306316001","4 Not very satisfied"
"9879","325306324001","2 Very satisfied"
"9880","325306324002","3 Somewhat satisfied"
"9881","325306304001","3 Somewhat satisfied"
"9882","325306304002","4 Not very satisfied"
"9883","325306315001","3 Somewhat satisfied"
"9884","325306315002","3 Somewhat satisfied"
"9885","325306311002","3 Somewhat satisfied"
"9886","325306311001","2 Very satisfied"
"9887","325306305002","3 Somewhat satisfied"
"9888","325306305001","4 Not very satisfied"
"9889","325306318002","4 Not very satisfied"
"9890","325306318001","4 Not very satisfied"
"9891","325306331001","3 Somewhat satisfied"
"9892","325306320001","3 Somewhat satisfied"
"9893","325306320002","4 Not very satisfied"
"9894","325306325001","4 Not very satisfied"
"9895","325306309002","3 Somewhat satisfied"
"9896","325306309001","3 Somewhat satisfied"
"9897","325306332001","3 Somewhat satisfied"
"9898","325306332002","4 Not very satisfied"
"9899","325306312001","1 Completely satisfied"
"9900","325306312002","2 Very satisfied"
"9901","325306321002",NA
"9902","325306321001","3 Somewhat satisfied"
"9903","325306313002","1 Completely satisfied"
"9904","325306313001","3 Somewhat satisfied"
"9905","325306319002","4 Not very satisfied"
"9906","325306319001","3 Somewhat satisfied"
"9907","325306105002","4 Not very satisfied"
"9908","325306106002","3 Somewhat satisfied"
"9909","325306106001","3 Somewhat satisfied"
"9910","325306113002","2 Very satisfied"
"9911","325306113001","3 Somewhat satisfied"
"9912","325306121001","3 Somewhat satisfied"
"9913","325306121002","3 Somewhat satisfied"
"9914","325306109001",NA
"9915","325306109002","5 Not at all satisfied"
"9916","325306117001","2 Very satisfied"
"9917","325306128001","3 Somewhat satisfied"
"9918","325306125001","3 Somewhat satisfied"
"9919","325306125002","2 Very satisfied"
"9920","325306120002","4 Not very satisfied"
"9921","325306120001","3 Somewhat satisfied"
"9922","325306115001","2 Very satisfied"
"9923","325306126001","3 Somewhat satisfied"
"9924","325306126002","3 Somewhat satisfied"
"9925","325306107002",NA
"9926","325306107001","2 Very satisfied"
"9927","325306101001","3 Somewhat satisfied"
"9928","325306101002","2 Very satisfied"
"9929","325306110002","3 Somewhat satisfied"
"9930","325306110001","2 Very satisfied"
"9931","325306123001","3 Somewhat satisfied"
"9932","325306123002","3 Somewhat satisfied"
"9933","325306103001","3 Somewhat satisfied"
"9934","325306124001","4 Not very satisfied"
"9935","325306124002","3 Somewhat satisfied"
"9936","325306104001","3 Somewhat satisfied"
"9937","325306116001","1 Completely satisfied"
"9938","325306116002","2 Very satisfied"
"9939","325306108002","2 Very satisfied"
"9940","325306108001","2 Very satisfied"
"9941","325306122002","2 Very satisfied"
"9942","325306122001","2 Very satisfied"
"9943","325306112001","3 Somewhat satisfied"
"9944","325306112002","3 Somewhat satisfied"
"9945","325306118001","3 Somewhat satisfied"
"9946","325306111001","4 Not very satisfied"
"9947","325306111002","5 Not at all satisfied"
"9948","325306119001","3 Somewhat satisfied"
"9949","325306119002","3 Somewhat satisfied"
"9950","325306114002","3 Somewhat satisfied"
"9951","325306114001","3 Somewhat satisfied"
"9952","325306127001",NA
"9953","325306127002","3 Somewhat satisfied"
"9954","325306102001","2 Very satisfied"
"9955","325306102002","1 Completely satisfied"
"9956","320146317001","2 Very satisfied"
"9957","320146314001","1 Completely satisfied"
"9958","320146306001",NA
"9959","320146313002","1 Completely satisfied"
"9960","320146313001","3 Somewhat satisfied"
"9961","320146321002","3 Somewhat satisfied"
"9962","320146321001","3 Somewhat satisfied"
"9963","320146320001","3 Somewhat satisfied"
"9964","320146320002","4 Not very satisfied"
"9965","320146302001","3 Somewhat satisfied"
"9966","320146302002","3 Somewhat satisfied"
"9967","320146325002",NA
"9968","320146325001","2 Very satisfied"
"9969","320146328001","3 Somewhat satisfied"
"9970","320146307001","4 Not very satisfied"
"9971","320146307002","4 Not very satisfied"
"9972","320146323002","4 Not very satisfied"
"9973","320146323001","3 Somewhat satisfied"
"9974","320146304002","2 Very satisfied"
"9975","320146304001",NA
"9976","320146319002","3 Somewhat satisfied"
"9977","320146319001","3 Somewhat satisfied"
"9978","320146303002","2 Very satisfied"
"9979","320146303001","1 Completely satisfied"
"9980","320146310001","3 Somewhat satisfied"
"9981","320146310002","3 Somewhat satisfied"
"9982","320146324001","3 Somewhat satisfied"
"9983","320146324002","3 Somewhat satisfied"
"9984","320146316002","3 Somewhat satisfied"
"9985","320146316001","3 Somewhat satisfied"
"9986","320146311002","4 Not very satisfied"
"9987","320146311001",NA
"9988","320146308002","2 Very satisfied"
"9989","320146308001","3 Somewhat satisfied"
"9990","320146322002","2 Very satisfied"
"9991","320146322001","3 Somewhat satisfied"
"9992","320146318001","3 Somewhat satisfied"
"9993","320146318002","3 Somewhat satisfied"
"9994","320146315001","3 Somewhat satisfied"
"9995","320146315002",NA
"9996","320146305001","1 Completely satisfied"
"9997","320146305002",NA
"9998","320146327001","3 Somewhat satisfied"
"9999","320146327002","3 Somewhat satisfied"
"10000","320146301001",NA
"10001","320146301002","3 Somewhat satisfied"
"10002","320146309002","3 Somewhat satisfied"
"10003","320146309001","2 Very satisfied"
"10004","320146312002","3 Somewhat satisfied"
"10005","320146312001","4 Not very satisfied"
"10006","320146231001","4 Not very satisfied"
"10007","320146231002",NA
"10008","320146220001","2 Very satisfied"
"10009","320146220002","5 Not at all satisfied"
"10010","320146214001","3 Somewhat satisfied"
"10011","320146214002",NA
"10012","320146228002","3 Somewhat satisfied"
"10013","320146228001","4 Not very satisfied"
"10014","320146209002","2 Very satisfied"
"10015","320146209001","1 Completely satisfied"
"10016","320146206001","3 Somewhat satisfied"
"10017","320146206002","4 Not very satisfied"
"10018","320146212001","5 Not at all satisfied"
"10019","320146226001","1 Completely satisfied"
"10020","320146226002","1 Completely satisfied"
"10021","320146224001","2 Very satisfied"
"10022","320146224002","3 Somewhat satisfied"
"10023","320146229002",NA
"10024","320146229001","3 Somewhat satisfied"
"10025","320146218001","3 Somewhat satisfied"
"10026","320146230001","3 Somewhat satisfied"
"10027","320146230002","3 Somewhat satisfied"
"10028","320146217002","3 Somewhat satisfied"
"10029","320146217001","2 Very satisfied"
"10030","320146208002",NA
"10031","320146208001",NA
"10032","320146205001","2 Very satisfied"
"10033","320146221002","4 Not very satisfied"
"10034","320146221001","3 Somewhat satisfied"
"10035","320146222001","3 Somewhat satisfied"
"10036","320146222002","3 Somewhat satisfied"
"10037","320146202002","3 Somewhat satisfied"
"10038","320146202001","3 Somewhat satisfied"
"10039","320146211001","3 Somewhat satisfied"
"10040","320146216001","3 Somewhat satisfied"
"10041","320146232001",NA
"10042","320146232002","1 Completely satisfied"
"10043","320146203001","4 Not very satisfied"
"10044","320146203002","3 Somewhat satisfied"
"10045","320146219001","2 Very satisfied"
"10046","320146219002","5 Not at all satisfied"
"10047","320146227001","3 Somewhat satisfied"
"10048","320146207001","4 Not very satisfied"
"10049","320146207002",NA
"10050","320146213001","2 Very satisfied"
"10051","320146201001","3 Somewhat satisfied"
"10052","320146210002","3 Somewhat satisfied"
"10053","320146210001","2 Very satisfied"
"10054","320146204001","2 Very satisfied"
"10055","320146204002","3 Somewhat satisfied"
"10056","320146215001","3 Somewhat satisfied"
"10057","320146215002","4 Not very satisfied"
"10058","320146225002","2 Very satisfied"
"10059","320146225001","3 Somewhat satisfied"
"10060","320146223001","3 Somewhat satisfied"
"10061","320146117001","3 Somewhat satisfied"
"10062","320146118001","1 Completely satisfied"
"10063","320146103001","3 Somewhat satisfied"
"10064","320146103002","3 Somewhat satisfied"
"10065","320146106001","2 Very satisfied"
"10066","320146106002","2 Very satisfied"
"10067","320146109002","2 Very satisfied"
"10068","320146116001","3 Somewhat satisfied"
"10069","320146119002","2 Very satisfied"
"10070","320146119001","3 Somewhat satisfied"
"10071","320146113001","3 Somewhat satisfied"
"10072","320146113002","2 Very satisfied"
"10073","320146104002","2 Very satisfied"
"10074","320146126001","3 Somewhat satisfied"
"10075","320146105002",NA
"10076","320146105001","3 Somewhat satisfied"
"10077","320146121001","3 Somewhat satisfied"
"10078","320146121002","3 Somewhat satisfied"
"10079","320146108001","3 Somewhat satisfied"
"10080","320146108002","3 Somewhat satisfied"
"10081","320146107001",NA
"10082","320146110001","2 Very satisfied"
"10083","320146102002","2 Very satisfied"
"10084","320146102001","2 Very satisfied"
"10085","320146115001","3 Somewhat satisfied"
"10086","320146124001","3 Somewhat satisfied"
"10087","320146128001",NA
"10088","320146128002","4 Not very satisfied"
"10089","320146101001","3 Somewhat satisfied"
"10090","320146101002","5 Not at all satisfied"
"10091","320146114002",NA
"10092","320146114001","4 Not very satisfied"
"10093","320146111002","3 Somewhat satisfied"
"10094","320146111001","3 Somewhat satisfied"
"10095","320146120001","3 Somewhat satisfied"
"10096","320146120002","3 Somewhat satisfied"
"10097","320146122001","2 Very satisfied"
"10098","320146122002","2 Very satisfied"
"10099","320146123002","2 Very satisfied"
"10100","320146123001","1 Completely satisfied"
"10101","320146127001","3 Somewhat satisfied"
"10102","320146127002","5 Not at all satisfied"
"10103","325554318001","4 Not very satisfied"
"10104","325554318002","3 Somewhat satisfied"
"10105","325554310002","2 Very satisfied"
"10106","325554310001","3 Somewhat satisfied"
"10107","325554317002","3 Somewhat satisfied"
"10108","325554317001","3 Somewhat satisfied"
"10109","325554320001","3 Somewhat satisfied"
"10110","325554319002","2 Very satisfied"
"10111","325554319001","3 Somewhat satisfied"
"10112","325554311002","3 Somewhat satisfied"
"10113","325554311001","4 Not very satisfied"
"10114","325554333001","4 Not very satisfied"
"10115","325554334001","3 Somewhat satisfied"
"10116","325554334002",NA
"10117","325554328001","3 Somewhat satisfied"
"10118","325554303002","3 Somewhat satisfied"
"10119","325554303001","3 Somewhat satisfied"
"10120","325554329002","2 Very satisfied"
"10121","325554329001","3 Somewhat satisfied"
"10122","325554324001",NA
"10123","325554327001","2 Very satisfied"
"10124","325554327002","3 Somewhat satisfied"
"10125","325554315001","2 Very satisfied"
"10126","325554315002","3 Somewhat satisfied"
"10127","325554322001","3 Somewhat satisfied"
"10128","325554322002","3 Somewhat satisfied"
"10129","325554312001","3 Somewhat satisfied"
"10130","325554312002","3 Somewhat satisfied"
"10131","325554321002","3 Somewhat satisfied"
"10132","325554332001","3 Somewhat satisfied"
"10133","325554316002","2 Very satisfied"
"10134","325554316001","3 Somewhat satisfied"
"10135","325554309001","1 Completely satisfied"
"10136","325554301001",NA
"10137","325554301002",NA
"10138","325554307001","3 Somewhat satisfied"
"10139","325554330001","3 Somewhat satisfied"
"10140","325554330002","3 Somewhat satisfied"
"10141","325554326001","4 Not very satisfied"
"10142","325554326002","3 Somewhat satisfied"
"10143","325554325001","3 Somewhat satisfied"
"10144","325554325002","3 Somewhat satisfied"
"10145","325554304001","4 Not very satisfied"
"10146","325554304002","3 Somewhat satisfied"
"10147","325554305001","1 Completely satisfied"
"10148","325554306001","3 Somewhat satisfied"
"10149","325554306002","2 Very satisfied"
"10150","325554323002","4 Not very satisfied"
"10151","325554323001","2 Very satisfied"
"10152","325554331001","5 Not at all satisfied"
"10153","325554107001","2 Very satisfied"
"10154","325554122002",NA
"10155","325554122001","4 Not very satisfied"
"10156","325554115001","2 Very satisfied"
"10157","325554115002","2 Very satisfied"
"10158","325554109001","3 Somewhat satisfied"
"10159","325554113001","3 Somewhat satisfied"
"10160","325554113002","2 Very satisfied"
"10161","325554128002","3 Somewhat satisfied"
"10162","325554121002","3 Somewhat satisfied"
"10163","325554121001","3 Somewhat satisfied"
"10164","325554104001","3 Somewhat satisfied"
"10165","325554104002","3 Somewhat satisfied"
"10166","325554117002","4 Not very satisfied"
"10167","325554117001","3 Somewhat satisfied"
"10168","325554108001","3 Somewhat satisfied"
"10169","325554103001","2 Very satisfied"
"10170","325554124001","3 Somewhat satisfied"
"10171","325554124002","3 Somewhat satisfied"
"10172","325554105002","3 Somewhat satisfied"
"10173","325554105001","3 Somewhat satisfied"
"10174","325554101001","3 Somewhat satisfied"
"10175","325554101002","3 Somewhat satisfied"
"10176","325554114001","2 Very satisfied"
"10177","325554111001","3 Somewhat satisfied"
"10178","325554111002","3 Somewhat satisfied"
"10179","325554110001",NA
"10180","325554125002","4 Not very satisfied"
"10181","325554125001","5 Not at all satisfied"
"10182","325554118002","3 Somewhat satisfied"
"10183","325554118001","3 Somewhat satisfied"
"10184","325554123001","3 Somewhat satisfied"
"10185","325554116002","2 Very satisfied"
"10186","325554116001","3 Somewhat satisfied"
"10187","325554126001","3 Somewhat satisfied"
"10188","325554126002","3 Somewhat satisfied"
"10189","325554120002","2 Very satisfied"
"10190","325554120001","2 Very satisfied"
"10191","325554127002","3 Somewhat satisfied"
"10192","325554127001","3 Somewhat satisfied"
"10193","325554112002","3 Somewhat satisfied"
"10194","325554112001","3 Somewhat satisfied"
"10195","325554106001","4 Not very satisfied"
"10196","325554106002","3 Somewhat satisfied"
"10197","325554119002","3 Somewhat satisfied"
"10198","325554119001","2 Very satisfied"
"10199","325554102001","3 Somewhat satisfied"
"10200","325554102002","3 Somewhat satisfied"
"10201","325554223001","3 Somewhat satisfied"
"10202","325554223002","3 Somewhat satisfied"
"10203","325554212001","2 Very satisfied"
"10204","325554212002","3 Somewhat satisfied"
"10205","325554215002","2 Very satisfied"
"10206","325554215001","3 Somewhat satisfied"
"10207","325554227001","3 Somewhat satisfied"
"10208","325554227002","3 Somewhat satisfied"
"10209","325554220002","3 Somewhat satisfied"
"10210","325554220001","4 Not very satisfied"
"10211","325554230002","3 Somewhat satisfied"
"10212","325554230001","2 Very satisfied"
"10213","325554228001","3 Somewhat satisfied"
"10214","325554206002","3 Somewhat satisfied"
"10215","325554206001","3 Somewhat satisfied"
"10216","325554229002","3 Somewhat satisfied"
"10217","325554229001","2 Very satisfied"
"10218","325554218001","5 Not at all satisfied"
"10219","325554202001","2 Very satisfied"
"10220","325554202002","2 Very satisfied"
"10221","325554211002","3 Somewhat satisfied"
"10222","325554211001","3 Somewhat satisfied"
"10223","325554203001","3 Somewhat satisfied"
"10224","325554203002",NA
"10225","325554210001","3 Somewhat satisfied"
"10226","325554210002","3 Somewhat satisfied"
"10227","325554209001","1 Completely satisfied"
"10228","325554205002","2 Very satisfied"
"10229","325554205001","2 Very satisfied"
"10230","325554214001",NA
"10231","325554217002","2 Very satisfied"
"10232","325554204002","3 Somewhat satisfied"
"10233","325554204001","2 Very satisfied"
"10234","325554213002","2 Very satisfied"
"10235","325554213001","2 Very satisfied"
"10236","325554201002","3 Somewhat satisfied"
"10237","325554201001","3 Somewhat satisfied"
"10238","325554226002","3 Somewhat satisfied"
"10239","325554226001","2 Very satisfied"
"10240","325554224001","3 Somewhat satisfied"
"10241","325554224002","3 Somewhat satisfied"
"10242","325554216001","3 Somewhat satisfied"
"10243","325554222001","2 Very satisfied"
"10244","325554222002","2 Very satisfied"
"10245","325554225002","2 Very satisfied"
"10246","325554225001","3 Somewhat satisfied"
"10247","325554208001",NA
"10248","325554208002","2 Very satisfied"
"10249","325554221001","1 Completely satisfied"
"10250","325554219001","3 Somewhat satisfied"
"10251","325554219002","3 Somewhat satisfied"
"10252","324681111002","3 Somewhat satisfied"
"10253","324681111001","3 Somewhat satisfied"
"10254","324681108002","3 Somewhat satisfied"
"10255","324681108001","2 Very satisfied"
"10256","324681102002","2 Very satisfied"
"10257","324681102001","2 Very satisfied"
"10258","324681120001",NA
"10259","324681120002","3 Somewhat satisfied"
"10260","324681131001","3 Somewhat satisfied"
"10261","324681131002",NA
"10262","324681117001","3 Somewhat satisfied"
"10263","324681117002","3 Somewhat satisfied"
"10264","324681110001","3 Somewhat satisfied"
"10265","324681110002","3 Somewhat satisfied"
"10266","324681122002","3 Somewhat satisfied"
"10267","324681122001","3 Somewhat satisfied"
"10268","324681107001","3 Somewhat satisfied"
"10269","324681130001","4 Not very satisfied"
"10270","324681130002","4 Not very satisfied"
"10271","324681129001","3 Somewhat satisfied"
"10272","324681129002","3 Somewhat satisfied"
"10273","324681128001","2 Very satisfied"
"10274","324681112002","3 Somewhat satisfied"
"10275","324681112001","5 Not at all satisfied"
"10276","324681113001",NA
"10277","324681123002","3 Somewhat satisfied"
"10278","324681123001","5 Not at all satisfied"
"10279","324681121001","2 Very satisfied"
"10280","324681119001","4 Not very satisfied"
"10281","324681109001","3 Somewhat satisfied"
"10282","324681126002","5 Not at all satisfied"
"10283","324681126001","5 Not at all satisfied"
"10284","324681127001","4 Not very satisfied"
"10285","324681127002","5 Not at all satisfied"
"10286","324681114002","3 Somewhat satisfied"
"10287","324681114001","3 Somewhat satisfied"
"10288","324681103002","3 Somewhat satisfied"
"10289","324681103001","2 Very satisfied"
"10290","324681115001",NA
"10291","324681115002","3 Somewhat satisfied"
"10292","324681118001","5 Not at all satisfied"
"10293","324681104001",NA
"10294","324681104002","3 Somewhat satisfied"
"10295","324681101001","3 Somewhat satisfied"
"10296","324681101002","2 Very satisfied"
"10297","324681125001","3 Somewhat satisfied"
"10298","324681125002","3 Somewhat satisfied"
"10299","324681116002","2 Very satisfied"
"10300","324681116001","1 Completely satisfied"
"10301","324681105001","2 Very satisfied"
"10302","324681105002","3 Somewhat satisfied"
"10303","324681217002","3 Somewhat satisfied"
"10304","324681217001","3 Somewhat satisfied"
"10305","324681224001",NA
"10306","324681224002","3 Somewhat satisfied"
"10307","324681208001","3 Somewhat satisfied"
"10308","324681211002","2 Very satisfied"
"10309","324681211001",NA
"10310","324681210002","4 Not very satisfied"
"10311","324681210001","2 Very satisfied"
"10312","324681202001","3 Somewhat satisfied"
"10313","324681202002","3 Somewhat satisfied"
"10314","324681219001","2 Very satisfied"
"10315","324681219002","4 Not very satisfied"
"10316","324681205001","2 Very satisfied"
"10317","324681205002","2 Very satisfied"
"10318","324681204001","2 Very satisfied"
"10319","324681204002","2 Very satisfied"
"10320","324681220001","2 Very satisfied"
"10321","324681220002","5 Not at all satisfied"
"10322","324681212002","2 Very satisfied"
"10323","324681212001","4 Not very satisfied"
"10324","324681222002",NA
"10325","324681222001",NA
"10326","324681203001",NA
"10327","324681207002","3 Somewhat satisfied"
"10328","324681207001","3 Somewhat satisfied"
"10329","324681218002","4 Not very satisfied"
"10330","324681218001","4 Not very satisfied"
"10331","324681201001","3 Somewhat satisfied"
"10332","324681201002","3 Somewhat satisfied"
"10333","324681214001","3 Somewhat satisfied"
"10334","324681214002","2 Very satisfied"
"10335","324681216002","3 Somewhat satisfied"
"10336","324681216001","2 Very satisfied"
"10337","324681206001","3 Somewhat satisfied"
"10338","324681206002","2 Very satisfied"
"10339","324681215001","3 Somewhat satisfied"
"10340","324681225001","1 Completely satisfied"
"10341","324681225002","2 Very satisfied"
"10342","324681226001",NA
"10343","324681209001","4 Not very satisfied"
"10344","324681223002","2 Very satisfied"
"10345","324681223001",NA
"10346","324681304001","2 Very satisfied"
"10347","324681304002","2 Very satisfied"
"10348","324681306001","2 Very satisfied"
"10349","324681306002","2 Very satisfied"
"10350","324681324002","3 Somewhat satisfied"
"10351","324681324001","3 Somewhat satisfied"
"10352","324681326001","2 Very satisfied"
"10353","324681312001","2 Very satisfied"
"10354","324681312002","2 Very satisfied"
"10355","324681322001","4 Not very satisfied"
"10356","324681303002","2 Very satisfied"
"10357","324681303001","3 Somewhat satisfied"
"10358","324681321002","3 Somewhat satisfied"
"10359","324681321001","3 Somewhat satisfied"
"10360","324681328001",NA
"10361","324681305002","3 Somewhat satisfied"
"10362","324681305001","4 Not very satisfied"
"10363","324681317001","2 Very satisfied"
"10364","324681317002","2 Very satisfied"
"10365","324681323001","2 Very satisfied"
"10366","324681323002","2 Very satisfied"
"10367","324681301002","3 Somewhat satisfied"
"10368","324681301001","3 Somewhat satisfied"
"10369","324681302001","3 Somewhat satisfied"
"10370","324681311001","3 Somewhat satisfied"
"10371","324681314001","2 Very satisfied"
"10372","324681307001","4 Not very satisfied"
"10373","324681319001","4 Not very satisfied"
"10374","324681318001","3 Somewhat satisfied"
"10375","324681308001","3 Somewhat satisfied"
"10376","324681327002","2 Very satisfied"
"10377","324681327001","3 Somewhat satisfied"
"10378","324681309002","2 Very satisfied"
"10379","324681309001","3 Somewhat satisfied"
"10380","324681329002","3 Somewhat satisfied"
"10381","324681330002","2 Very satisfied"
"10382","324681330001","2 Very satisfied"
"10383","324681325001","3 Somewhat satisfied"
"10384","324681325002","3 Somewhat satisfied"
"10385","324681310002","2 Very satisfied"
"10386","324681310001","3 Somewhat satisfied"
"10387","324681320001","3 Somewhat satisfied"
"10388","324681320002","3 Somewhat satisfied"
"10389","324681315001","2 Very satisfied"
"10390","324681315002","3 Somewhat satisfied"
"10391","326359306002","3 Somewhat satisfied"
"10392","326359306001","2 Very satisfied"
"10393","326359315002","3 Somewhat satisfied"
"10394","326359315003",NA
"10395","326359316001","4 Not very satisfied"
"10396","326359316002","3 Somewhat satisfied"
"10397","326359318001","3 Somewhat satisfied"
"10398","326359318002","3 Somewhat satisfied"
"10399","326359309001","3 Somewhat satisfied"
"10400","326359304002","4 Not very satisfied"
"10401","326359304001","4 Not very satisfied"
"10402","326359310001","4 Not very satisfied"
"10403","326359311001","3 Somewhat satisfied"
"10404","326359311002","4 Not very satisfied"
"10405","326359324001","3 Somewhat satisfied"
"10406","326359324002","4 Not very satisfied"
"10407","326359303001","5 Not at all satisfied"
"10408","326359308001","4 Not very satisfied"
"10409","326359308002","4 Not very satisfied"
"10410","326359323001","3 Somewhat satisfied"
"10411","326359323002",NA
"10412","326359314001","2 Very satisfied"
"10413","326359314002","2 Very satisfied"
"10414","326359305002","3 Somewhat satisfied"
"10415","326359305001","4 Not very satisfied"
"10416","326359317002","2 Very satisfied"
"10417","326359317001","4 Not very satisfied"
"10418","326359321002","3 Somewhat satisfied"
"10419","326359321001","4 Not very satisfied"
"10420","326359322002","2 Very satisfied"
"10421","326359322001","3 Somewhat satisfied"
"10422","326359312002","3 Somewhat satisfied"
"10423","326359312001","2 Very satisfied"
"10424","326359307002","2 Very satisfied"
"10425","326359307001","3 Somewhat satisfied"
"10426","326359301001","3 Somewhat satisfied"
"10427","326359301002","2 Very satisfied"
"10428","326359320001","2 Very satisfied"
"10429","326359320002","5 Not at all satisfied"
"10430","326359313001","3 Somewhat satisfied"
"10431","326359313002","4 Not very satisfied"
"10432","326359121001","3 Somewhat satisfied"
"10433","326359121002","3 Somewhat satisfied"
"10434","326359117002","3 Somewhat satisfied"
"10435","326359117001","4 Not very satisfied"
"10436","326359119002","3 Somewhat satisfied"
"10437","326359119001","3 Somewhat satisfied"
"10438","326359105002","3 Somewhat satisfied"
"10439","326359105001","4 Not very satisfied"
"10440","326359114001","4 Not very satisfied"
"10441","326359114002","2 Very satisfied"
"10442","326359122001","3 Somewhat satisfied"
"10443","326359106001",NA
"10444","326359106002","3 Somewhat satisfied"
"10445","326359102001","2 Very satisfied"
"10446","326359118002","3 Somewhat satisfied"
"10447","326359118001","4 Not very satisfied"
"10448","326359113002","3 Somewhat satisfied"
"10449","326359113001","1 Completely satisfied"
"10450","326359116001","5 Not at all satisfied"
"10451","326359116002","1 Completely satisfied"
"10452","326359115001","3 Somewhat satisfied"
"10453","326359115002","4 Not very satisfied"
"10454","326359128002","3 Somewhat satisfied"
"10455","326359128001",NA
"10456","326359125002","3 Somewhat satisfied"
"10457","326359123001","2 Very satisfied"
"10458","326359123002","5 Not at all satisfied"
"10459","326359110003","3 Somewhat satisfied"
"10460","326359110002","4 Not very satisfied"
"10461","326359127002","3 Somewhat satisfied"
"10462","326359127001","4 Not very satisfied"
"10463","326359109002","2 Very satisfied"
"10464","326359109001","5 Not at all satisfied"
"10465","326359126001","2 Very satisfied"
"10466","326359126002","3 Somewhat satisfied"
"10467","326359129002","3 Somewhat satisfied"
"10468","326359129001","3 Somewhat satisfied"
"10469","326359107001","3 Somewhat satisfied"
"10470","326359104001","4 Not very satisfied"
"10471","326359104002","5 Not at all satisfied"
