"","ID","gender","zodiac","bornyear","age","residence_status","education_level","marital_status"
"9514","324045206001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9515","324045206002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9516","324045222002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9517","324045222001","2 female","2 Ox",1961,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"9518","324045214001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9519","324045214002","2 female",NA,1951,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9520","324045226002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9521","324045226001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9522","324045218002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"3 Separated"
"9523","324045217002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9524","324045217001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9525","324045230002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9526","324045230001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9527","324045228002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9528","324045228001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9529","324045223002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9530","324045223001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9531","324045204001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9532","324045211001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9533","324045211002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9534","324045227001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9535","324045227002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9536","324045209002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9537","324045209001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9538","324045207001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9539","324045202002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9540","324045202001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9541","324045213002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9542","324045213001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9543","324045212002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9544","324045212001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9545","324045221002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9546","324045221001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9547","324045220002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9548","324045220001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9549","324045203002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9550","324045203001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9551","324045201002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9552","324045201001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9553","324045216002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9554","324045216001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9555","324045325002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9556","324045313001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9557","324045313002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9558","324045332001","1 male","8 Goat",1943,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"9559","324045332002","2 female","11 Dog",1946,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"9560","324045326001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9561","324045326002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9562","324045327001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9563","324045327002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9564","324045301001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9565","324045301002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9566","324045321002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9567","324045321001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9568","324045322001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9569","324045322002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9570","324045323001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9571","324045323002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9572","324045329002","1 male","6 Snake",1965,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"9573","324045329001","2 female","8 Goat",1967,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"9574","324045309001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9575","324045309002","1 male",NA,1952,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9576","324045314001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9577","324045314002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9578","324045316001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9579","324045316002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9580","324045328001","1 male","9 Monkey",1969,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"9581","324045320001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9582","324045320002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9583","324045315002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9584","324045315001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9585","324045317002","1 male",NA,1966,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9586","324045317001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9587","324045319001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9588","324045319002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9589","324045330002","1 male","9 Monkey",1968,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"9590","324045330001","2 female","10 Rooster",1969,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"9591","324045311002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9592","324045311001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9593","324045306001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9594","324045302002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9595","324045302001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9596","324045318002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9597","324045318001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9598","324045305001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"6 Never married"
"9599","324045312001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"6 Never married"
"9600","324045324001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9601","324045324002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9602","324045303002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9603","324045303001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9604","324045308001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9605","324045308002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9606","324045304001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9607","324045304002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9608","324045310001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9609","324045331001","1 male","3 Tiger",1939,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"9610","324045331002","2 female","6 Snake",1941,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","1 Married with spouse present"
"9611","324045307001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9612","324045307002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9613","324045116001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9614","324045116002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9615","324045131002","2 female","10 Rooster",1969,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"9616","324045131001","1 male","7 Horse",1966,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"9617","324045121001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9618","324045111002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9619","324045111001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9620","324045104001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9621","324045104002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9622","324045129001","1 male","9 Monkey",1968,NA,"1 Agricultual Hukou","5 Middle school","2 Married but not living with spouse temporarily for reasons such as work"
"9623","324045129002","2 female","9 Monkey",1968,NA,"1 Agricultual Hukou","4 Elementary school","1 Married with spouse present"
"9624","324045123001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9625","324045106002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9626","324045106001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9627","324045110001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9628","324045110002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9629","324045120001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9630","324045114002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9631","324045114001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9632","324045103001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"6 Never married"
"9633","324045112002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9634","324045112001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9635","324045108001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9636","324045108002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9637","324045107002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9638","324045107001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9639","324045118001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9640","324045101002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9641","324045101001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9642","324045122002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9643","324045122001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9644","324045125001","2 female",NA,1935,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9645","324045126001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9646","324045127001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9647","324045115002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9648","324045115001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9649","324045128002","1 male",NA,1949,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9650","324045128001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9651","324045102002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9652","324045102001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9653","324045124002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9654","324045124001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9655","324045109001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9656","324045109002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9657","324045117001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9658","324045117002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9659","324045105001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"6 Never married"
"9660","321116113002","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9661","321116113001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9662","321116111001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9663","321116111002","2 female",NA,1929,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9664","321116104001","1 male",NA,NA,NA,"2 Non-agricultural Hukou","4 Elementary school","5 Widowed"
"9665","321116108002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9666","321116108001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9667","321116106001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"5 Widowed"
"9668","321116107001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"3 Separated"
"9669","321116101002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9670","321116101001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9671","321116103001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"4 Divorced"
"9672","321116123002","1 male","3 Tiger",1950,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9673","321116110002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9674","321116110001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9675","321116119002","2 female","9 Monkey",1944,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9676","321116118001","2 female","1 Rat",1936,NA,"2 Non-agricultural Hukou","1 No formal education illiterate","5 Widowed"
"9677","321116109001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9678","321116109002","2 female",NA,1945,NA,"2 Non-agricultural Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"9679","321116116001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9680","321116116002","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9681","321116114001","2 female",NA,NA,NA,"2 Non-agricultural Hukou","8 Two/Three Year College / Associate degree","1 Married with spouse present"
"9682","321116114002","1 male","1 Rat",1948,NA,"2 Non-agricultural Hukou","6 High school","1 Married with spouse present"
"9683","321116115002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9684","321116115001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9685","321116102002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9686","321116102001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9687","321116112002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9688","321116112001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9689","321116105002","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9690","321116105001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9691","321116120001","2 female","11 Dog",1935,NA,"1 Agricultual Hukou","2 Did not finish primary school but capable of reading or writing","5 Widowed"
"9692","321116313002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9693","321116305001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9694","321116305002","2 female",NA,1964,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9695","321116309002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9696","321116321002","1 male","8 Goat",1967,NA,"2 Non-agricultural Hukou","9 Four Year College / Bachelors degree","2 Married but not living with spouse temporarily for reasons such as work"
"9697","321116310001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"5 Widowed"
"9698","321116312001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9699","321116312002","1 male","2 Ox",1961,NA,"1 Agricultual Hukou","6 High school","1 Married with spouse present"
"9700","321116308001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"5 Widowed"
"9701","321116307001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9702","321116307002","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9703","321116303001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9704","321116303002","2 female",NA,1951,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9705","321116315002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9706","321116315001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9707","321116316002","1 male",NA,1955,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9708","321116316001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9709","321116323002","1 male","10 Rooster",1946,NA,"1 Agricultual Hukou","6 High school","1 Married with spouse present"
"9710","321116323001","2 female","12 Pig",1947,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"9711","321116306002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9712","321116306001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9713","321116314002","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"5 Widowed"
"9714","321116302001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9715","321116302002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9716","321116318002","1 male","2 Ox",1949,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9717","321116318001","2 female","4 Rabbit",1951,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9718","321116322002","1 male","10 Rooster",1945,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9719","321116322001","2 female","11 Dog",1946,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9720","321116304001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9721","321116304002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9722","321116214002","1 male",NA,1947,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9723","321116214001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9724","321116208002","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"9725","321116208001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"9726","321116216002","2 female","1 Rat",1960,NA,"2 Non-agricultural Hukou","7 Vocational school","2 Married but not living with spouse temporarily for reasons such as work"
"9727","321116209001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"9728","321116204001","2 female",NA,NA,NA,"3 Unified Residence Hukou",NA,"5 Widowed"
"9729","321116212002","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9730","321116212001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9731","321116215001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9732","321116211002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"9733","321116213001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9734","321116219001","1 male","7 Horse",1942,NA,"2 Non-agricultural Hukou","8 Two/Three Year College / Associate degree","5 Widowed"
"9735","321116218002","2 female","7 Horse",1954,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"9736","321116218001","1 male","9 Monkey",1956,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"9737","321116203001","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"5 Widowed"
"9738","321116220002","1 male","7 Horse",1954,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9739","321116220001","2 female","6 Snake",1953,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9740","321116221002","1 male","5 Dragon",1952,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9741","321116221001","2 female","4 Rabbit",1951,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9742","321116201002","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9743","321116201001","1 male",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9744","321116207002","2 female",NA,NA,NA,"2 Non-agricultural Hukou",NA,"1 Married with spouse present"
"9745","321116207003","1 male","8 Goat",1955,NA,"2 Non-agricultural Hukou","5 Middle school","1 Married with spouse present"
"9746","321131329002","2 female","1 Rat",1960,NA,"1 Agricultual Hukou","6 High school","1 Married with spouse present"
"9747","321131329001","1 male","12 Pig",1959,NA,"1 Agricultual Hukou","8 Two/Three Year College / Associate degree","1 Married with spouse present"
"9748","321131306001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9749","321131311001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"9750","321131311002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"9751","321131313001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9752","321131313002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9753","321131327001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9754","321131307001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9755","321131307002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9756","321131326001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9757","321131309002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9758","321131309001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9759","321131305001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9760","321131328002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9761","321131328001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9762","321131330001","1 male","6 Snake",1953,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"9763","321131330002","2 female","1 Rat",1960,NA,"1 Agricultual Hukou","1 No formal education illiterate","1 Married with spouse present"
"9764","321131314002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9765","321131314001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9766","321131312002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9767","321131312001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9768","321131302001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9769","321131302002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9770","321131332002","1 male","7 Horse",1966,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"9771","321131332001","2 female","8 Goat",1967,NA,"1 Agricultual Hukou","5 Middle school","1 Married with spouse present"
"9772","321131308001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9773","321131308002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9774","321131310001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"5 Widowed"
"9775","321131301002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9776","321131301001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9777","321131319002","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9778","321131319001","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"1 Married with spouse present"
"9779","321131303001","1 male",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
"9780","321131303002","2 female",NA,NA,NA,"1 Agricultual Hukou",NA,"2 Married but not living with spouse temporarily for reasons such as work"
