"","ID","n_older_bro","n_younger_bro","n_older_sis","n_younger_sis","n_alive_children","child_residence_distance","child_location_type","child_occupation"
"4275","078233205001",0,1,0,1,NA,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4276","078233202002",0,0,0,0,4,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"4277","078233223001",2,3,0,0,6,NA,NA,NA
"4278","078233213001",11,1,1,2,2,"2 This Household, but Economicly Independent",NA,NA
"4279","078233230001",1,0,2,2,2,"1 This Household, and Economicly Dependent",NA,NA
"4280","078233212001",0,4,0,1,3,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"4281","078233225001",2,4,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","4 Commerical and Service worker"
"4282","078233216002",0,1,1,2,4,"2 This Household, but Economicly Independent","2 County","2 Professional and Technician"
"4283","078233201002",0,1,0,0,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"4284","078233231002",1,0,1,0,5,NA,"1 City",NA
"4285","078233221002",0,0,2,1,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","2 County","6 Production and Transportation worker"
"4286","078233222001",1,0,0,0,NA,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"4287","078233206001",0,2,1,2,NA,"6 Other","4 Village","2 Professional and Technician"
"4288","078233215002",1,2,0,0,7,"6 Other",NA,"6 Production and Transportation worker"
"4289","078233224001",1,3,2,2,2,"6 Other",NA,"2 Professional and Technician"
"4290","078233328002",0,0,0,0,4,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","2 Professional and Technician"
"4291","078233332002",0,0,1,0,2,"6 Other","2 County","2 Professional and Technician"
"4292","078233302001",1,2,1,1,3,"1 This Household, and Economicly Dependent",NA,"2 Professional and Technician"
"4293","078233313001",0,2,0,1,3,"2 This Household, but Economicly Independent","4 Village","4 Commerical and Service worker"
"4294","078233310002",0,1,0,0,2,"6 Other","2 County","6 Production and Transportation worker"
"4295","078233323001",0,0,0,0,4,NA,NA,NA
"4296","078233304001",0,0,0,3,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"4 Commerical and Service worker"
"4297","078233316002",1,1,1,1,3,"6 Other","1 City","6 Production and Transportation worker"
"4298","078233329001",0,0,0,0,3,"6 Other","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4299","078233318001",1,1,2,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"4300","078233311001",0,0,0,0,5,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4301","078233334002",3,0,2,1,8,"6 Other",NA,NA
"4302","078233320001",0,0,1,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","4 Commerical and Service worker"
"4303","078233303001",1,4,0,3,3,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4304","078233321001",0,2,0,2,NA,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4305","078233308001",1,2,1,0,4,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"4306","078233312001",0,2,0,1,5,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4307","078233307001",0,0,2,2,2,"6 Other","4 Village","2 Professional and Technician"
"4308","078233306002",0,4,1,2,5,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"4309","078233326001",0,0,0,0,NA,NA,"4 Village",NA
"4310","078233333002",2,1,1,2,0,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"4311","078233331002",1,0,2,0,2,"1 This Household, and Economicly Dependent",NA,NA
"4312","078233322002",1,0,2,0,5,"6 Other",NA,"6 Production and Transportation worker"
"4313","078233330001",0,0,0,0,NA,"2 This Household, but Economicly Independent",NA,NA
"4314","078233305001",1,0,1,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"4315","078233319001",0,1,0,3,4,NA,NA,NA
"4316","078233317001",0,1,1,1,3,"6 Other","1 City","1 Manager"
"4317","078233325002",0,1,0,1,2,"2 This Household, but Economicly Independent","1 City","6 Production and Transportation worker"
"4318","078233324001",1,3,0,1,2,"6 Other","1 City","6 Production and Transportation worker"
"4319","078233327001",0,0,0,0,3,NA,NA,NA
"4320","078233314002",0,4,0,1,2,"6 Other",NA,"2 Professional and Technician"
"4321","078233301001",2,1,2,2,3,"6 Other","1 City","3 Clerk"
"4322","078233309001",2,1,0,0,NA,"2 This Household, but Economicly Independent","4 Village","4 Commerical and Service worker"
"4323","075504107001",2,0,1,1,1,"6 Other",NA,"2 Professional and Technician"
"4324","075504125002",0,4,0,1,4,"4 Another Household in Your Permanent Address's Village/Neighborhood","2 County","2 Professional and Technician"
"4325","075504121001",0,2,1,3,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","2 Professional and Technician"
"4326","075504116002",0,1,1,5,1,"6 Other",NA,"1 Manager"
"4327","075504109001",0,1,0,1,5,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"4328","075504105002",0,1,4,0,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","3 Town","6 Production and Transportation worker"
"4329","075504101001",1,2,1,0,3,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4330","075504113002",0,2,0,2,2,"6 Other","1 City","4 Commerical and Service worker"
"4331","075504112002",1,2,0,0,2,"2 This Household, but Economicly Independent","1 City","2 Professional and Technician"
"4332","075504117001",0,2,0,2,2,"6 Other","1 City",NA
"4333","075504111001",2,1,0,1,3,"1 This Household, and Economicly Dependent","1 City","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4334","075504120001",1,1,1,2,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"6 Production and Transportation worker"
"4335","075504104002",0,0,0,1,1,"1 This Household, and Economicly Dependent",NA,NA
"4336","075504106001",1,1,1,2,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"2 Professional and Technician"
"4337","075504102002",0,0,0,3,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"4338","075504103001",0,0,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,NA
"4339","075504123001",0,5,0,2,2,"2 This Household, but Economicly Independent","1 City","3 Clerk"
"4340","075504124001",3,1,0,0,1,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"4341","075504126002",0,0,0,0,0,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City",NA
"4342","075504122001",0,2,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"4343","075504114002",0,1,1,1,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"4344","075504203001",0,0,0,0,NA,NA,NA,"4 Commerical and Service worker"
"4345","075504212002",1,0,0,0,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","1 Manager"
"4346","075504214001",0,0,0,0,NA,"6 Other","1 City","4 Commerical and Service worker"
"4347","075504215001",1,0,1,0,1,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"4348","075504205002",4,0,1,0,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"2 Professional and Technician"
"4349","075504216001",0,5,0,1,NA,"2 This Household, but Economicly Independent","1 City","3 Clerk"
"4350","075504204002",1,0,0,0,5,"6 Other","1 City","6 Production and Transportation worker"
"4351","075504201002",0,1,0,1,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"3 Clerk"
"4352","075504217002",1,1,1,0,1,"1 This Household, and Economicly Dependent",NA,NA
"4353","075504202001",1,3,0,1,1,"2 This Household, but Economicly Independent",NA,"2 Professional and Technician"
"4354","075504207001",0,4,0,0,NA,"2 This Household, but Economicly Independent",NA,"3 Clerk"
"4355","075504213001",1,1,1,1,1,"6 Other",NA,NA
"4356","075504312001",0,0,1,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City",NA
"4357","075504313002",0,1,0,0,3,"6 Other","1 City",NA
"4358","075504306001",NA,NA,NA,NA,NA,NA,NA,NA
"4359","075504304001",1,2,0,2,2,"1 This Household, and Economicly Dependent","2 County","4 Commerical and Service worker"
"4360","075504309002",1,2,1,3,3,"2 This Household, but Economicly Independent","2 County","4 Commerical and Service worker"
"4361","075504303002",0,2,2,1,1,"1 This Household, and Economicly Dependent",NA,NA
"4362","075504305002",2,1,0,0,3,"1 This Household, and Economicly Dependent","1 City",NA
"4363","075504311002",0,0,2,1,1,"6 Other",NA,"2 Professional and Technician"
"4364","074631214001",0,0,0,0,0,"3 Same or Adjacent Dwelling/Courtyard with You","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4365","074631206001",0,1,1,2,2,"6 Other","2 County","6 Production and Transportation worker"
"4366","074631210001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"2 Professional and Technician"
"4367","074631212002",2,1,0,1,2,"6 Other","2 County","2 Professional and Technician"
"4368","074631213002",0,0,0,0,3,"6 Other","4 Village","2 Professional and Technician"
"4369","074631218001",0,1,0,0,NA,"2 This Household, but Economicly Independent","1 City","4 Commerical and Service worker"
"4370","074631202002",1,0,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","1 Manager"
"4371","074631211002",1,0,1,0,4,"6 Other","4 Village","2 Professional and Technician"
"4372","074631204001",1,1,1,2,3,"2 This Household, but Economicly Independent","4 Village","6 Production and Transportation worker"
"4373","074631215001",0,1,0,1,NA,NA,NA,NA
"4374","074631217001",2,0,0,3,1,NA,NA,NA
"4375","074631201001",0,2,0,2,NA,"6 Other","4 Village","6 Production and Transportation worker"
"4376","074631209001",4,0,1,1,2,"1 This Household, and Economicly Dependent",NA,NA
"4377","074631116001",0,0,1,1,2,"2 This Household, but Economicly Independent","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4378","074631115002",0,0,0,1,3,"6 Other",NA,"2 Professional and Technician"
"4379","074631109002",2,0,0,0,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"1 Manager"
"4380","074631107002",0,0,0,0,8,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4381","074631114001",0,0,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","1 Manager"
"4382","074631113001",1,1,2,0,3,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4383","074631126002",0,2,0,1,2,NA,NA,NA
"4384","074631101001",0,0,0,0,3,"2 This Household, but Economicly Independent","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4385","074631105002",0,1,0,3,2,"6 Other","3 Town","6 Production and Transportation worker"
"4386","074631118001",0,1,1,2,2,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4387","074631121001",0,2,1,1,NA,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4388","074631112001",0,1,0,2,NA,"2 This Household, but Economicly Independent","4 Village","4 Commerical and Service worker"
"4389","074631102002",0,0,1,1,7,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"4390","074631103002",0,0,0,0,3,"6 Other","3 Town","2 Professional and Technician"
"4391","074631108001",0,3,0,2,2,"6 Other","4 Village","2 Professional and Technician"
"4392","074631104001",1,2,1,2,2,"6 Other","4 Village","6 Production and Transportation worker"
"4393","074631124001",0,3,2,1,2,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"4394","074631117001",0,2,0,1,2,"6 Other","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4395","074631120002",0,3,0,1,3,"2 This Household, but Economicly Independent","1 City","2 Professional and Technician"
"4396","074631119002",1,1,1,0,2,"6 Other","1 City","6 Production and Transportation worker"
"4397","074631123001",2,0,1,1,2,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"4398","074631111002",0,4,0,1,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","6 Production and Transportation worker"
"4399","074631122001",1,0,0,0,NA,"6 Other",NA,"2 Professional and Technician"
"4400","074631125002",1,0,1,0,2,"2 This Household, but Economicly Independent","1 City","2 Professional and Technician"
"4401","074631325002",1,1,1,0,3,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4402","074631320001",0,1,0,3,2,"6 Other","2 County","6 Production and Transportation worker"
"4403","074631308001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4404","074631310001",0,0,0,6,2,"6 Other","1 City","6 Production and Transportation worker"
"4405","074631305001",1,1,0,2,3,"2 This Household, but Economicly Independent","1 City","2 Professional and Technician"
"4406","074631318001",0,2,0,1,2,"6 Other","1 City","6 Production and Transportation worker"
"4407","074631309001",0,0,0,4,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"6 Production and Transportation worker"
"4408","074631317002",1,1,0,1,7,"4 Another Household in Your Permanent Address's Village/Neighborhood","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4409","074631315001",1,1,0,1,2,"6 Other","2 County","6 Production and Transportation worker"
"4410","074631321001",0,0,0,1,4,"6 Other","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4411","074631316001",0,1,1,2,NA,"6 Other","4 Village","2 Professional and Technician"
"4412","074631322002",0,2,0,2,3,"2 This Household, but Economicly Independent",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4413","074631319001",0,2,0,3,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4414","074631304002",1,1,2,0,3,"6 Other",NA,"2 Professional and Technician"
"4415","074631302001",NA,NA,NA,NA,3,NA,NA,"6 Production and Transportation worker"
"4416","074631303001",0,0,0,1,2,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4417","074631314002",0,3,0,2,3,"6 Other","1 City","2 Professional and Technician"
"4418","074631307001",2,1,1,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4419","074631306002",0,0,0,0,5,"6 Other","2 County","6 Production and Transportation worker"
"4420","074631313001",1,0,1,0,7,"6 Other",NA,"6 Production and Transportation worker"
"4421","074631323002",1,1,1,0,2,"6 Other","4 Village","6 Production and Transportation worker"
"4422","074631301001",0,3,0,1,2,"2 This Household, but Economicly Independent","3 Town","6 Production and Transportation worker"
"4423","074631324001",0,2,0,3,3,"2 This Household, but Economicly Independent","3 Town","4 Commerical and Service worker"
"4424","074631311001",0,0,0,3,3,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4425","074631312002",2,3,2,0,2,"6 Other","1 City","4 Commerical and Service worker"
"4426","074981321001",0,0,0,3,5,"6 Other","1 City","2 Professional and Technician"
"4427","074981331002",1,1,3,1,3,"1 This Household, and Economicly Dependent","4 Village",NA
"4428","074981333001",0,1,1,2,2,"2 This Household, but Economicly Independent",NA,NA
"4429","074981317001",0,0,0,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"4430","074981324002",0,3,1,0,2,"6 Other","4 Village","4 Commerical and Service worker"
"4431","074981329002",0,5,0,1,3,"4 Another Household in Your Permanent Address's Village/Neighborhood","2 County","3 Clerk"
"4432","074981318001",0,0,0,0,6,"6 Other","4 Village",NA
"4433","074981334001",0,1,0,0,2,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","6 Production and Transportation worker"
"4434","074981326002",0,0,1,0,4,"6 Other","1 City","6 Production and Transportation worker"
"4435","074981304002",0,0,0,0,4,"6 Other",NA,"6 Production and Transportation worker"
"4436","074981342001",4,0,0,4,2,"6 Other","1 City","6 Production and Transportation worker"
"4437","074981340002",1,0,1,0,5,"6 Other","1 City","6 Production and Transportation worker"
"4438","074981327001",0,2,0,4,3,"6 Other","1 City","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4439","074981339001",0,0,0,0,NA,"6 Other",NA,"6 Production and Transportation worker"
"4440","074981307001",1,0,0,0,2,"6 Other","4 Village","6 Production and Transportation worker"
"4441","074981332002",0,2,1,4,3,NA,NA,"4 Commerical and Service worker"
"4442","074981305002",0,0,1,0,5,"6 Other","3 Town","4 Commerical and Service worker"
"4443","074981316001",0,2,0,5,3,"6 Other","3 Town","4 Commerical and Service worker"
"4444","074981328001",1,4,1,1,2,"6 Other","1 City","3 Clerk"
"4445","074981322001",0,0,0,1,2,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4446","074981306002",0,0,1,2,4,"6 Other","1 City","2 Professional and Technician"
"4447","074981336001",0,2,0,1,2,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4448","074981311002",6,3,0,1,2,"6 Other",NA,"6 Production and Transportation worker"
"4449","074981337002",3,2,2,1,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","2 Professional and Technician"
"4450","074981325001",1,0,1,0,2,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4451","074981309002",0,0,0,0,4,"6 Other",NA,"4 Commerical and Service worker"
"4452","074981320001",0,0,0,0,NA,NA,"3 Town",NA
"4453","074981341002",0,5,1,1,1,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"4454","074981302003",3,2,0,0,2,"6 Other","1 City","6 Production and Transportation worker"
"4455","074981335002",1,5,1,1,5,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4456","074981323002",0,2,1,3,2,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4457","074981310001",0,0,0,0,2,"6 Other","4 Village","6 Production and Transportation worker"
"4458","074981303001",0,2,0,4,0,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","4 Commerical and Service worker"
"4459","074981314001",0,1,0,3,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,NA
"4460","074981312001",1,0,2,1,3,"6 Other","1 City","4 Commerical and Service worker"
"4461","074981308002",0,1,1,0,1,NA,NA,NA
"4462","074981330001",0,2,0,2,NA,"2 This Household, but Economicly Independent","1 City","3 Clerk"
"4463","074981315001",1,0,1,0,NA,"6 Other","1 City","6 Production and Transportation worker"
"4464","074981319001",1,1,0,0,NA,"6 Other","1 City","6 Production and Transportation worker"
"4465","074981223001",2,1,0,0,2,"2 This Household, but Economicly Independent","4 Village","6 Production and Transportation worker"
"4466","074981218001",0,2,0,0,NA,NA,NA,NA
"4467","074981201002",0,1,1,0,7,"6 Other","1 City","1 Manager"
"4468","074981206001",1,0,0,1,7,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","4 Village","6 Production and Transportation worker"
"4469","074981214001",1,0,2,0,3,"6 Other","4 Village","4 Commerical and Service worker"
"4470","074981227001",5,0,0,0,2,"6 Other","1 City","4 Commerical and Service worker"
"4471","074981220001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"1 Manager"
"4472","074981204002",2,0,2,0,5,"6 Other","1 City","6 Production and Transportation worker"
"4473","074981229001",1,0,0,0,3,"6 Other","4 Village","4 Commerical and Service worker"
"4474","074981202002",3,0,1,2,3,"6 Other","2 County",NA
"4475","074981216002",0,2,2,2,4,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"4476","074981207001",1,1,2,0,NA,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4477","074981222001",0,0,0,0,4,"6 Other","1 City","6 Production and Transportation worker"
"4478","074981217002",1,0,1,0,3,"2 This Household, but Economicly Independent","1 City","6 Production and Transportation worker"
"4479","074981226002",3,1,1,1,2,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"4480","074981215001",0,0,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4481","074981213001",0,1,0,1,NA,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4482","074981212001",2,0,0,1,2,"6 Other","1 City","6 Production and Transportation worker"
"4483","074981231001",0,0,0,0,NA,"6 Other","1 City",NA
"4484","074981221001",0,3,0,0,5,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4485","074981210002",0,1,1,1,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","6 Production and Transportation worker"
"4486","074981209002",0,0,0,2,7,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4487","074981205001",0,1,0,1,5,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"4 Commerical and Service worker"
"4488","074981225001",0,3,1,1,NA,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"4 Commerical and Service worker"
"4489","074981230002",0,1,0,3,3,"6 Other","1 City","4 Commerical and Service worker"
"4490","074981208001",1,3,1,1,2,"6 Other","4 Village",NA
"4491","074981211002",0,3,0,3,4,"6 Other","4 Village","4 Commerical and Service worker"
"4492","074981122001",0,0,0,0,NA,"6 Other","1 City",NA
"4493","074981101001",0,1,0,0,NA,"2 This Household, but Economicly Independent",NA,"6 Production and Transportation worker"
"4494","074981102002",0,0,0,2,4,"1 This Household, and Economicly Dependent","3 Town","6 Production and Transportation worker"
"4495","074981121001",1,1,1,1,1,NA,NA,NA
"4496","074981117002",4,1,1,1,7,"6 Other",NA,"6 Production and Transportation worker"
"4497","074981119002",1,4,1,1,3,NA,"1 City","6 Production and Transportation worker"
"4498","074981116002",0,0,0,0,3,"6 Other",NA,"6 Production and Transportation worker"
"4499","074981126001",1,0,0,0,4,"6 Other","1 City","6 Production and Transportation worker"
"4500","074981107002",1,1,0,0,3,"6 Other","2 County","6 Production and Transportation worker"
"4501","074981111001",1,1,0,0,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4502","074981109001",1,0,0,1,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","6 Production and Transportation worker"
"4503","074981125002",0,0,0,2,4,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"2 Professional and Technician"
"4504","074981110001",1,3,0,4,3,"6 Other","4 Village","6 Production and Transportation worker"
"4505","074981123001",0,0,0,1,0,"4 Another Household in Your Permanent Address's Village/Neighborhood","4 Village","6 Production and Transportation worker"
"4506","074981128001",0,0,0,0,NA,"6 Other","2 County","6 Production and Transportation worker"
"4507","074981120001",1,1,2,1,NA,"4 Another Household in Your Permanent Address's Village/Neighborhood","2 County","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4508","074981105001",1,0,2,1,0,"1 This Household, and Economicly Dependent","4 Village",NA
"4509","074981108001",0,3,0,3,5,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"6 Production and Transportation worker"
"4510","074981104002",0,3,0,1,5,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,NA
"4511","074981106001",0,1,2,1,5,"1 This Household, and Economicly Dependent",NA,NA
"4512","074981114002",0,4,0,2,3,NA,"3 Town",NA
"4513","074981103002",1,2,0,0,2,"6 Other","1 City","6 Production and Transportation worker"
"4514","074981118001",2,1,0,0,4,"6 Other","4 Village","5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4515","074981124002",0,2,0,2,7,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4516","074981115002",1,0,1,1,4,"6 Other","4 Village","6 Production and Transportation worker"
"4517","074981112001",0,0,0,0,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"4518","074981113001",2,0,0,1,4,"3 Same or Adjacent Dwelling/Courtyard with You",NA,"5 Agricultural, Forestry, Husbandry and Fishery Producer"
"4519","294028306001",1,0,0,0,1,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"1 Manager"
"4520","294028312001",0,1,0,1,2,"7 Abroad",NA,NA
"4521","294028303001",2,1,1,0,2,"2 This Household, but Economicly Independent","1 City","4 Commerical and Service worker"
"4522","294028323001",1,1,1,0,1,"4 Another Household in Your Permanent Address's Village/Neighborhood",NA,"2 Professional and Technician"
"4523","294028302001",0,0,0,0,2,"6 Other","1 City","4 Commerical and Service worker"
"4524","294028316002",2,0,2,0,1,"1 This Household, and Economicly Dependent",NA,"6 Production and Transportation worker"
"4525","294028324001",2,1,0,1,1,"1 This Household, and Economicly Dependent",NA,"3 Clerk"
"4526","294028311002",2,2,1,2,2,"1 This Household, and Economicly Dependent","1 City","4 Commerical and Service worker"
"4527","294028310001",0,1,0,0,NA,"2 This Household, but Economicly Independent",NA,"4 Commerical and Service worker"
"4528","294028308001",1,2,1,0,1,"7 Abroad",NA,"4 Commerical and Service worker"
"4529","294028301002",0,2,1,0,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"4530","294028305001",0,0,0,0,NA,NA,NA,NA
"4531","294028325002",0,3,0,4,2,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","6 Production and Transportation worker"
"4532","294028314002",0,2,1,1,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","2 Professional and Technician"
"4533","294028315001",0,0,1,0,1,"1 This Household, and Economicly Dependent",NA,"3 Clerk"
"4534","294028313001",0,0,2,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"2 Professional and Technician"
"4535","294028309001",0,0,0,5,3,"6 Other","1 City","2 Professional and Technician"
"4536","294028320001",0,4,0,0,0,NA,NA,NA
"4537","294028318001",0,0,1,1,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,NA
"4538","294028319001",0,0,0,2,NA,"6 Other","1 City",NA
"4539","294028322001",1,0,0,1,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","4 Commerical and Service worker"
"4540","294028317001",0,1,2,0,NA,"1 This Household, and Economicly Dependent",NA,"4 Commerical and Service worker"
"4541","294028216001",0,7,0,0,NA,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City",NA
"4542","294028220001",0,2,1,0,1,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District",NA,"4 Commerical and Service worker"
"4543","294028209002",NA,NA,NA,NA,2,"6 Other",NA,"1 Manager"
"4544","294028228001",2,0,2,0,1,"7 Abroad",NA,NA
"4545","294028202001",0,1,1,2,3,"5 Another Village/Neighborhood in Your Permanent Address's County/City/District","1 City","2 Professional and Technician"
"4546","294028230002",0,1,2,0,2,"4 Another Household in Your Permanent Address's Village/Neighborhood","1 City","3 Clerk"
"4547","294028229002",0,0,0,1,1,"1 This Household, and Economicly Dependent",NA,NA
"4548","294028219001",0,0,1,2,2,"1 This Household, and Economicly Dependent","1 City","1 Manager"
"4549","294028215002",0,0,2,0,1,"1 This Household, and Economicly Dependent",NA,"3 Clerk"
"4550","294028208002",NA,NA,NA,NA,0,NA,NA,NA
